message_id,timestamp,author_name,content,is_reply,reply_to_content,is_forward,forward_content,is_edited,edited_at,embeds,attachments
1464294384534294787,2026-01-23T16:23:06.547000+00:00,ohiain,"FIRST TRIM ON $RKT (1/5th trim) paying for risk.

.57 -> .72 +27% 🎯 

Really nice move off the 21 EMA so far!

<@&1457740469353058469>",False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1457490555016839289/1464294384345284735/image.png?ex=698ff8aa&is=698ea72a&hm=0d7df81ea65363cec4402a3e044815be40f49dff83b5455ab153922923ad059e&""]"
1464295702984261713,2026-01-23T16:28:20.890000+00:00,ohiain,"1/23/26 Daily Recap:

$RKLB 90c 20 Feb: @ 5.65 -> 9.20 +63% (last trims)
$APLD 37c 20 Feb: @ 2.74 -> 3.95 +44% (last trims)
$RKT 23c 20 Feb: @ .57 -> .72 +27% (last trims)

Active Swing Positions:

$RKLB 90c 20 Feb (b/e stop)
$APLD 37c 20 Feb (b/e stop)
$RKT 23c 20 Feb (b/e stop)

I'm off the screens for the rest of the day, very important lunch today with the CEO of a bank :))! I might be back for power hour, who knows... I plan to swing my positions; updates on X later today!

Amazing week in ",False,,False,,True,2026-01-23T16:29:14.589000+00:00,[],[]
1464342285981581322,2026-01-23T19:33:27.142000+00:00,ohiain,Back here on screens!,False,,False,,False,,[],[]
1464342681361846415,2026-01-23T19:35:01.408000+00:00,ohiain,"TRIMMMING $APLD

$APLD 37c 20 Feb: @ 2.74 -> 5.25 +92% 🔥

TOC we're so paid it's unreal, killer entry on $APLD!

<@&1457740469353058469>",False,,False,,False,,[],[]
1464343758777618447,2026-01-23T19:39:18.284000+00:00,ohiain,"Stopping out of $RKT here @ b/e

no followthrough off 21 EMA.

<@&1457740469353058469>",False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1457490555016839289/1464343758576418918/image.png?ex=698f7de6&is=698e2c66&hm=1c18961d238078ec77e2256b1815882144425f11ca80a6ef9732528c2279628a&""]"
1464345624634724543,2026-01-23T19:46:43.139000+00:00,ohiain,"$RKLB ran 100% while I was off screens, hopefully you saw that and took trims on strength... however, I did not, and that's the cost of business!

Currently sitting up 65% atm on $RKLB!",False,,False,,False,,[],[]
1464345901018517728,2026-01-23T19:47:49.034000+00:00,ohiain,,False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1457490555016839289/1464345900829905134/image.png?ex=698f7fe4&is=698e2e64&hm=168d0bc25eb01874e953c8226b41f889f23722b5111fc3c3e45a58f01403b7ae&""]"
1464346575676375091,2026-01-23T19:50:29.885000+00:00,ohiain,"$APLD is probably one of the craziest charts in the markets right now.

This might be another $ASTS trade for me.

And guess what... we're innit :))

I still have 1/2 of my position left and plan on letting this trade breathe, it's so important not sell these FAT PITCHES too soon.

I will not be trimming any more of my position until next week.

This could be a HUGE trade TOC, we can't sell the majority too early!",False,,False,,False,,[],[]
1464350155691262093,2026-01-23T20:04:43.427000+00:00,ohiain,"I mentioned $HUT and $APLD first thing off open about possible RDRs, look at them now.

I've mentioned hundreds of times the past two weeks that my focus is on U&R setups.

How much more evidence do we need to see that this is clearly not a b/o environment?

Focus on what's working and get rid of what's not!!!!!",True,,False,,False,,[],[]
1464362234120638588,2026-01-23T20:52:43.149000+00:00,ohiain,"1/23/26 Daily Recap:

$RKLB 90c 20 Feb: @ 5.65 -> 9.20 +63% (last trims) (ran 100%+ offscreens)
$APLD 37c 20 Feb: @ 2.74 -> 5.25 +92% (last trims)
$RKT 23c 20 Feb: @ .57 -> .72 +27% (last trims)

Active Swing Positions:

$RKLB 90c 20 Feb (b/e stop)
$APLD 37c 20 Feb (b/e stop)

What a day to end the week! A bunch of educational content/reviews will be posted on my X later today/into the weekend! Have a great weekend, everyone. I challenge you all to go make someone else's day today! 🙌

<@&1457740",False,,False,,False,,[],[]
1464379269752033583,2026-01-23T22:00:24.760000+00:00,ohiain,,False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1457490555016839289/1464379269500239983/G_YUb7DXcAA9Pub.png?ex=698f9ef8&is=698e4d78&hm=04da210f3d11e9808024430fd7975c1681c5d11de3ecdb9ae4f36e8a89f4d692&""]"
1464379379395334373,2026-01-23T22:00:50.901000+00:00,ohiain,"I created this image to help visualize the U&R setup:

Full breakdown posted on my X for those interested!",False,,False,,False,,[],[]
1464726370100973760,2026-01-24T20:59:39.932000+00:00,ohiain,https://x.com/ohiain/status/2015166084194664727?s=20,False,,True,"Friday, $APLD was my main focus coming into the day\.

I posted my plan pre\-market for all, and it played out almost perfectly\.

I was waiting for the U&R setup of Thursday's lows, and from there on Friday, $APLD ran \+17\.5% intraday from lows to highs\.

I did my homework",False,,"[{""title"": null, ""description"": ""Friday, $APLD was my main focus coming into the day\\.\n\nI posted my plan pre\\-market for all, and it played out almost perfectly\\.\n\nI was waiting for the U&R setup of Thursday's lows, and from there on Friday, $APLD ran \\+17\\.5% intraday from lows to highs\\.\n\nI did my homework"", ""url"": ""https://twitter.com/ohiain/status/2015166084194664727?s=20"", ""author"": ""iain (@ohiain)""}]",[]
1464726459439382609,2026-01-24T21:00:01.232000+00:00,ohiain,Recap of my +92% $APLD trade from Friday!,False,,False,,False,,[],[]
1464789269896761619,2026-01-25T01:09:36.412000+00:00,ohiain,https://x.com/ohiain/status/2015228926759432356?s=20,False,,True,"If you’ve been following my posts and charts for a while, you’ve probably noticed I often annotate “digestion” or “low volume digestion” on a chart\.

This is a concept I’ve come to rely on heavily, and I want to break down exactly what it means from my perspective and give a nod",False,,"[{""title"": null, ""description"": ""If you\u2019ve been following my posts and charts for a while, you\u2019ve probably noticed I often annotate \u201cdigestion\u201d or \u201clow volume digestion\u201d on a chart\\.\n\nThis is a concept I\u2019ve come to rely on heavily, and I want to break down exactly what it means from my perspective and give a nod"", ""url"": ""https://twitter.com/ohiain/status/2015228926759432356?s=20"", ""author"": ""iain (@ohiain)""}]",[]
1464789743450718364,2026-01-25T01:11:29.316000+00:00,ohiain,"**What do I mean when I reference a stock that is digesting?**

Stocks don’t go straight up in a vacuum... they move in staircase patterns: up, sideways, up, sideways.

Imagine the market just ate a massive buffet (say, 40% gains). It can’t just keep shoving food in... it needs to digest. It needs to sit on the couch, do nothing for a bit, and eventually, it will process what it consumed and make room for the next meal.

That’s what a stock is doing in digestion.

I would recommend reading the w",False,,False,,False,,[],[]
1464793978468565250,2026-01-25T01:28:19.023000+00:00,ohiain,"Btw, it was always $USAR. Don't ever forget that! 😉",False,,False,,False,,[],[]
1465147778224095364,2026-01-26T00:54:11.458000+00:00,ohiain,"I posted a bunch of charts on X for those interested. I will finalize my list tomorrow morning and send it here!

BTW starting tomorrow, I will have two channels.

1 for alerts
and another for intraday commentary + education.

I got multiple requests to create two different channels. It should be a lot easier to follow my thoughts/processes moving forward!

<@&1457740469353058469>",False,,False,,False,,[],[]
1465351692030574592,2026-01-26T14:24:28.298000+00:00,ohiain,"This will be my alert channel moving forward.

I will send my morning list as soon as I'm given access! Sorry peeps!

I will be managing $APLD and $RKLB off open.",False,,False,,False,,[],[]
1465354119895322793,2026-01-26T14:34:07.146000+00:00,ohiain,"Closing the rest of my $RKLB position here.

$RKLB 90c 20 Feb: @ 5.65 -> 6.10 +10%

If we didn't gap n go, I wasn't holding that nasty daily candle.

<@&1457740469353058469>",False,,False,,False,,[],[]
1465354712281776329,2026-01-26T14:36:28.382000+00:00,ohiain,"YOO TRIMMING $APLD 37c 20 Feb:

2.74 -> 6.15 +125% 🔥

The weekly b/o is just starting!!

<@&1457740469353058469>",False,,False,,False,,[],[]
1465357511396819240,2026-01-26T14:47:35.743000+00:00,ohiain,Trying to bid $ONDS 15c 20 Feb @ .65,False,,False,,False,,[],[]
1465357666934325453,2026-01-26T14:48:12.826000+00:00,overbaycap,Good job now they never letting you get filled,True,Trying to bid $ONDS 15c 20 Feb @ .65,False,,False,,[],[]
1465357773553401907,2026-01-26T14:48:38.246000+00:00,ohiain,"42 is next trim on $APLD, currently sitting up 150% on cons!",False,,False,,False,,[],[]
1465359816204488918,2026-01-26T14:56:45.252000+00:00,ohiain,"ADDING $ONDS 15c 20 Feb @ .65

1/2 size

Stop: LOD

(PLOD sweep, VWAP reclaim, OP reclaim + 21 EMA buy)

<@&1457740469353058469>",True,Trying to bid $ONDS 15c 20 Feb @ .65,False,,True,2026-01-26T14:57:16.261000+00:00,[],[]
1465360096489111694,2026-01-26T14:57:52.077000+00:00,ohiain,"This needs to work right away, 5 min upper wicks aren't the prettiest. Stop is tight on this at LOD.",False,,False,,False,,[],[]
1465361439870025789,2026-01-26T15:03:12.364000+00:00,ohiain,"Watching $ONDS here at LOD, might be a quick cut if buyers don't step in.

I'm willing to re-enter again off U&R of 11.80 + 21 EMA support.",False,,False,,False,,[],[]
1465361683085000735,2026-01-26T15:04:10.351000+00:00,ohiain,"I'm cutting $ONDS here.

.65 -> .56 -12%

<@&1457740469353058469>",True,"ADDING $ONDS 15c 20 Feb @ .65

1/2 size

Stop: LOD

(PLOD sweep, VWAP reclaim, OP reclaim + 21 EMA buy)

<@&1457740469353058469>",False,,False,,[],[]
1465361852656517202,2026-01-26T15:04:50.780000+00:00,ohiain,"I'm looking for a re-entry on $ONDS.

It might come quick.",False,,False,,False,,[],[]
1465369942160445624,2026-01-26T15:36:59.468000+00:00,ohiain,I'm not interested until 21 EMA gets reclaimed.,True,"I'm looking for a re-entry on $ONDS.

It might come quick.",False,,False,,[],[]
1465370856426573987,2026-01-26T15:40:37.446000+00:00,ohiain,"Moving my stop on $APLD to 38.

No reason to hold if $APLD breaks LOD to the downside.

<@&1457740469353058469>",True,"YOO TRIMMING $APLD 37c 20 Feb:

2.74 -> 6.15 +125% 🔥

The weekly b/o is just starting!!

<@&1457740469353058469>",False,,False,,[],[]
1465385336652824677,2026-01-26T16:38:09.801000+00:00,ohiain,"Stopped here on $APLD 37c 20 Feb in profit!

Broke LOD.

<@&1457740469353058469>",True,"Moving my stop on $APLD to 38.

No reason to hold if $APLD breaks LOD to the downside.

<@&1457740469353058469>",False,,False,,[],[]
1465417239271313564,2026-01-26T18:44:55.978000+00:00,ohiain,Watching $HUT 65c 20 Feb,False,,False,,False,,[],[]
1465418179390996554,2026-01-26T18:48:40.120000+00:00,ohiain,"ADDING $HUT 65c 20 Feb @ 3.50

1/2 size

Stop: LOD

(VWAP reclaim, OP reclaim + 9 EMA buy)

<@&1457740469353058469>",False,,False,,False,,[],[]
1465418824449790133,2026-01-26T18:51:13.914000+00:00,ohiain,WOWWWW sniper entry my friends!!,False,,False,,True,2026-01-26T18:52:03.717000+00:00,[],[]
1465430314133360720,2026-01-26T19:36:53.268000+00:00,ohiain,$HUT back to b/e.,False,,False,,False,,[],[]
1465431156534022187,2026-01-26T19:40:14.112000+00:00,ohiain,"What a rollercoaster... I don't want a name I'm in to come back to cost basis after seeing such a strong move after entry. $HUT gave back all of its gains after entry, not a good sign.",False,,False,,False,,[],[]
1465431567307378844,2026-01-26T19:41:52.048000+00:00,ohiain,I'm watching this 15 min close.,False,,False,,False,,[],[]
1465432800261046396,2026-01-26T19:46:46.007000+00:00,ohiain,"I'm flat $HUT here at LOD.

3.50 -> 3.15 -10%

<@&1457740469353058469>",True,I'm watching this 15 min close.,False,,False,,[],[]
1465432863876059196,2026-01-26T19:47:01.174000+00:00,ohiain,"15 min close below VWAP and will likely push through LOD.

I do not want to see VWAP fail after entry, will revist later this week.",False,,False,,False,,[],[]
1465433454760956066,2026-01-26T19:49:22.052000+00:00,ohiain,"3 cents from NHOD push + first trim.... thanks $HUT.

Very unfortunate timing, however, I hope you realize that I ONLY take small losses. That's the key!",False,,False,,False,,[],[]
1465738002197250111,2026-01-27T15:59:31.819000+00:00,ohiain,"ADDING $EOSE 18c 20 Feb @ .85 (30 min pivot)

1/2 size

Stop: LOD

Frontrunning this candle close (riskier), I like this volume off LOD.

<@&1457740469353058469>",False,,False,,False,,[],[]
1465739708222013645,2026-01-27T16:06:18.567000+00:00,ohiain,"ADDING $RKT 22c 20 Feb @ .71

1/2 size

Stop: LOD

LOP: (RDR, VWAP/OP Reclaim, LOD Dis < 30%)

<@&1457740469353058469>",False,,False,,False,,[],[]
1465773702116413512,2026-01-27T18:21:23.343000+00:00,ohiain,"Cutting $EOSE here at .71 -16%

<@&1457740469353058469>",False,,False,,False,,[],[]
1465774644207292511,2026-01-27T18:25:07.955000+00:00,ohiain,"Everything I've touched this week apparently isn't golden. I really liked my entries on names this past week, clear signs of a choppy market, so protecting this month's profits into EOM is the goal.",False,,False,,False,,[],[]
1465782586256392488,2026-01-27T18:56:41.487000+00:00,ohiain,"Cutting $RKT here at .64 -11%

<@&1457740469353058469>",False,,False,,False,,[],[]
1466159575819620444,2026-01-28T19:54:42.803000+00:00,ohiain,,True,[Could not fetch],False,,False,,[],[]
1466159584153440439,2026-01-28T19:54:44.790000+00:00,ohiain,"I'm tailing, I like this a lot.",False,,False,,False,,[],[]
1466444421091426395,2026-01-29T14:46:35.208000+00:00,ohiain,"ADDING $APLD 40c 20 Feb  @ 3.65

1/2 size (9EMA buy)

Stop: LOD

LOP: (15 min PLOD sweep, VWAP reclaim, 32% LOD)

<@&1457740469353058469>",False,,False,,False,,[],[]
1466444521888809165,2026-01-29T14:46:59.240000+00:00,ohiain,Also layering this week 40c @ .84,False,,False,,True,2026-01-29T15:03:34.716000+00:00,[],[]
1466445536604328233,2026-01-29T14:51:01.167000+00:00,ohiain,"Trimming $APLD 40c 30 Jan

.84 -> 1.28 +50% 🔥

Holding core still!

<@&1457740469353058469>",True,Also layering this week 40c @ .84,False,,False,,[],[]
1466448599004090579,2026-01-29T15:03:11.300000+00:00,ohiain,"TOC, I'm just reading this. I meant to say this week 🤦 (I thought I was buying next week)",True,Also layering this week 40c @ .84,False,,False,,[],[]
1466450373710446792,2026-01-29T15:10:14.423000+00:00,ohiain,"Flat here at .54 LOD test.

Pretty much b/e trade here, got trims at +50% and stopped profits at b/e.",True,Also layering this week 40c @ .84,False,,False,,[],[]
1466450594943205559,2026-01-29T15:11:07.169000+00:00,ohiain,Watching close under LOD to exit core. (sitting right at 9 EMA),False,,False,,False,,[],[]
1466528523043995752,2026-01-29T20:20:46.676000+00:00,ohiain,"Flat $APLD 40c 20 Feb 3.05 -16%

Broke below VWAP.

<@&1457740469353058469>",False,,False,,False,,[],[]
1466529034941759488,2026-01-29T20:22:48.722000+00:00,ohiain,"Papercut after papercut this week, very hard environment to work with.
I will recap week/month tomorrow.",False,,False,,False,,[],[]
1466529187144794145,2026-01-29T20:23:25.010000+00:00,ohiain,"I'm not holding something that hasn't given me cushion into close, that's a rule I have, better tides ahead!",False,,False,,False,,[],[]
1468273977469440060,2026-02-03T15:56:35.440000+00:00,ohiain,"ADDING $CIFR 18c 20 Feb @ 1.07

1/2 size (day trade)

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1468282532146577509,2026-02-03T16:30:35.034000+00:00,ohiain,"I'm taking $CIFR off here, really weird volume off the 16.50 pivot/OP

@ .95 -10%

<@&1457740469353058469>",False,,False,,False,,[],[]
1468995166973988956,2026-02-05T15:42:20.417000+00:00,ohiain,"ADDING $IBIT 38.5c 6 Feb @ .93

(lotto size) capitulation idea.

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1468995591538475100,2026-02-05T15:44:01.641000+00:00,ohiain,Lotto = Sized for 0 ^!!,True,"ADDING $IBIT 38.5c 6 Feb @ .93

(lotto size) capitulation idea.

Stop: LOD

<@&1457740469353058469>",False,,False,,[],[]
1469368060417675286,2026-02-06T16:24:05.142000+00:00,ohiain,"I have to take trims into this NHOD push.

1.11 +20%

<@&1457740469353058469>",True,"ADDING $IBIT 38.5c 6 Feb @ .93

(lotto size) capitulation idea.

Stop: LOD

<@&1457740469353058469>",False,,False,,[],[]
1469368169968832613,2026-02-06T16:24:31.261000+00:00,ohiain,I want to see a move to 70k.,False,,False,,False,,[],[]
1469375536466759721,2026-02-06T16:53:47.571000+00:00,ohiain,"Trimming more into strength + 70k psych level.

.93 -> 1.34 +44%

Here we go >70k!! 🔥

<@&1457740469353058469>",False,,False,,False,,[],[]
1469375902839472302,2026-02-06T16:55:14.921000+00:00,ohiain,"This is shaping up to be a huge trade for me, averaged up to 39c today as well.

Capitulation on $BTC so short-term bottom idea.",False,,False,,True,2026-02-06T17:03:15.399000+00:00,[],[]
1469381938027434016,2026-02-06T17:19:13.822000+00:00,ohiain,"Off screens now, but taking last trims until power hour.

.93 -> 1.60 +70%

<@&1457740469353058469>",False,,False,,False,,[],[]
1469408721397612596,2026-02-06T19:05:39.475000+00:00,ohiain,"Setting a b/e stop on these into close, no reason to let the trade go red.",True,"Off screens now, but taking last trims until power hour.

.93 -> 1.60 +70%

<@&1457740469353058469>",False,,False,,[],[]
1469427168713900246,2026-02-06T20:18:57.658000+00:00,ohiain,"Flat $IBIT position @ 1.45!!

<@&1457740469353058469>",True,"Off screens now, but taking last trims until power hour.

.93 -> 1.60 +70%

<@&1457740469353058469>",False,,False,,[],[]
1470436180112969989,2026-02-09T15:08:24.722000+00:00,ohiain,"ADDING $ZM 100c 20 Mar @ 3.05

1/2 size

LOP: (VWAP/OP Reclaim, 9 EMA buy, 40% LOD Dis)

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1470444698006061087,2026-02-09T15:42:15.546000+00:00,ohiain,"Taking a small trim here and paying for risk as we come into prior supply!

3.05 -> 3.85 +27% 🔥

<@&1457740469353058469>",True,"ADDING $ZM 100c 20 Mar @ 3.05

1/2 size

LOP: (VWAP/OP Reclaim, 9 EMA buy, 40% LOD Dis)

Stop: LOD

<@&1457740469353058469>",False,,True,2026-02-09T15:45:23.307000+00:00,[],[]
1470498735351140383,2026-02-09T19:16:59.053000+00:00,ohiain,"Trimming 1/4th $ZM here in 95 + gap fill.

3.05 -> 4.25 +40% ✅

<@&1457740469353058469>",True,"Taking a small trim here and paying for risk as we come into prior supply!

3.05 -> 3.85 +27% 🔥

<@&1457740469353058469>",False,,False,,[],[]
1470505054099472384,2026-02-09T19:42:05.560000+00:00,ohiain,Looking to target resistance gap fill for next trim!,False,,False,,False,,[],[]
1470790188966875229,2026-02-10T14:35:07.010000+00:00,ohiain,"Trimming $ZM 100c 20 Mar

Gap fill target hit!

3.05 -> 4.90 +60% 🔥 🎯

<@&1457740469353058469>",True,"Trimming 1/4th $ZM here in 95 + gap fill.

3.05 -> 4.25 +40% ✅

<@&1457740469353058469>",False,,False,,[],[]
1470795876887953562,2026-02-10T14:57:43.116000+00:00,ohiain,"ADDING $INTC 55c 20 Mar @ 2.00

1/2 size (9EMA Buy)

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1470796095998136538,2026-02-10T14:58:35.356000+00:00,ohiain,Frontrunning this 30 min candle close ^!! (riskier),False,,False,,False,,[],[]
1470796296800702504,2026-02-10T14:59:23.231000+00:00,ohiain,Might look to add $INTC 50c 20 Febs as well.,False,,False,,False,,[],[]
1470806126705639447,2026-02-10T15:38:26.863000+00:00,ohiain,"ADDING $AA 65c 20 Mar @ 3.75

1/2 size

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1470809207379984497,2026-02-10T15:50:41.353000+00:00,ohiain,"Setting a -20% hard stop on these cons to manage risk, I’ll be off the charts the next 30 mins.",True,"ADDING $INTC 55c 20 Mar @ 2.00

1/2 size (9EMA Buy)

Stop: LOD

<@&1457740469353058469>",False,,False,,[],[]
1470813178114867409,2026-02-10T16:06:28.050000+00:00,ohiain,"Stopped here on $INTC 55c 20 Mar

2.00 -> 1.68 -16%

<@&1457740469353058469>",True,"ADDING $INTC 55c 20 Mar @ 2.00

1/2 size (9EMA Buy)

Stop: LOD

<@&1457740469353058469>",False,,False,,[],[]
1470813590570143977,2026-02-10T16:08:06.387000+00:00,ohiain,"$INTC is still on watch, we just lost LOD + gap support so clearly needs more time.

$ZM and $AA are holding up very well intraday.",False,,False,,False,,[],[]
1471152368451195094,2026-02-11T14:34:17.328000+00:00,ohiain,"Trimming $AA 6c 20 Mar

3.75 -> 4.80  +29% 🔥 

<@&1457740469353058469>",True,"ADDING $AA 65c 20 Mar @ 3.75

1/2 size

Stop: LOD

<@&1457740469353058469>",False,,False,,[],[]
1471152522646523966,2026-02-11T14:34:54.091000+00:00,ohiain,I'm looking for a move through 65 on $AA next!,False,,False,,False,,[],[]
1471153521205186782,2026-02-11T14:38:52.166000+00:00,ohiain,$ZM is at b/e.,False,,False,,False,,[],[]
1471156949394395197,2026-02-11T14:52:29.510000+00:00,ohiain,"After first trims, stop always goes to b/e btw!",True,"Trimming $AA 6c 20 Mar

3.75 -> 4.80  +29% 🔥 

<@&1457740469353058469>",False,,False,,[],[]
1471158223758295060,2026-02-11T14:57:33.342000+00:00,ohiain,"$ZM stopped here at b/e.

<@&1457740469353058469>",True,"ADDING $ZM 100c 20 Mar @ 3.05

1/2 size

LOP: (VWAP/OP Reclaim, 9 EMA buy, 40% LOD Dis)

Stop: LOD

<@&1457740469353058469>",False,,True,2026-02-11T14:57:49.767000+00:00,[],[]
1471162953716728004,2026-02-11T15:16:21.052000+00:00,ohiain,"$AA stop is set to b/e, I might not be able to alert if stopped, so manage risk!",False,,False,,False,,[],[]
1471172837967397152,2026-02-11T15:55:37.641000+00:00,ohiain,"Back on screens, I got stopped at b/e on $AA.

<@&1457740469353058469>",False,,False,,False,,[],[]
1471177473399197746,2026-02-11T16:14:02.814000+00:00,ohiain,"ADDING $SMCI 35c 20 Mar @ 2.02

1/2 size

Stop: LOD

<@&1457740469353058469>",False,,False,,False,,[],[]
1471194567234814055,2026-02-11T17:21:58.302000+00:00,ohiain,"I will be off the screens for an hourish +

I'm setting a hard stop on $SMCI 35c 20 Mar

@ 1.75 (LOD) -13%

<@&1457740469353058469>",True,"ADDING $SMCI 35c 20 Mar @ 2.02

1/2 size

Stop: LOD

<@&1457740469353058469>",False,,True,2026-02-11T17:23:35.527000+00:00,[],[]
1471216315695108188,2026-02-11T18:48:23.539000+00:00,ohiain,"Back on the screens here.

I got stopped on $SMCI while away (all cash).

<@&1457740469353058469>",True,"I will be off the screens for an hourish +

I'm setting a hard stop on $SMCI 35c 20 Mar

@ 1.75 (LOD) -13%

<@&1457740469353058469>",False,,False,,[],[]
