message_id,timestamp,author_name,content,is_reply,reply_to_content,is_forward,forward_content,is_edited,edited_at,embeds,attachments
1471174315327225987,2026-02-11T16:01:29.871000+00:00,sauced2002,"trim 
XOM March 3.30 
 <@&1369304547356311564>",False,,False,,False,,[],[]
1471185311961972826,2026-02-11T16:45:11.673000+00:00,sauced2002,sold some April XOM 5.35 <@&1369304547356311564>,False,,False,,False,,[],[]
1471185332866384087,2026-02-11T16:45:16.657000+00:00,sauced2002,getting really extended,False,,False,,False,,[],[]
1471188566313795604,2026-02-11T16:58:07.571000+00:00,sauced2002,come on down Apple,False,,False,,False,,[],[]
1471188577709719634,2026-02-11T16:58:10.288000+00:00,sauced2002,you dont like it up there,False,,False,,False,,[],[]
1471194544006496443,2026-02-11T17:21:52.764000+00:00,sauced2002,"down to runners on XOM positions... would like to have it set back up to go full size again, rinse and repeat",False,,False,,False,,[],[]
1471194646536257681,2026-02-11T17:22:17.209000+00:00,sauced2002,its been an ATM,False,,False,,False,,[],[]
1471215501421187082,2026-02-11T18:45:09.401000+00:00,sauced2002,all out of XOM positions.. 9x extension right now <@&1369304547356311564>,False,,False,,False,,[],[]
1471216267007623440,2026-02-11T18:48:11.931000+00:00,sauced2002,"💇‍♀️ TRIMS

💰 XOM $2.75 to $5.35
💰 XOM $1.70 to $3.30 
💰 SPY $4.40 to $5.70

🐶 FiFi’s Open Positions 

▪️AAPL 2/13 $270p @ $1.90 (lotto size) 
▪️AAPL 3/20 $260p @ $4 average 
▪️SPY 2/27 $670p @ $4.40 (1/2 size)",False,,False,,False,,[],[]
1471216393008578662,2026-02-11T18:48:41.972000+00:00,sauced2002,"As long as aapl closes under 280, im staying in.",False,,False,,False,,[],[]
1471330194621988961,2026-02-12T02:20:54.391000+00:00,sauced2002,"Too watch for me

$MRK 

Looking for a pullback to $117-118 to load 3/20 $120c",False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1368713891072315483/1471330194835902664/Screenshot_2026-02-11_at_5.06.05_PM.png?ex=698f3346&is=698de1c6&hm=89d48f9bc05e7cad22e32996bfe0711594e11e82e46a6be345e3cc8fbbf48207&""]"
1471489744105115832,2026-02-12T12:54:53.952000+00:00,sauced2002,Looking for entry on CCL over PDH,False,,False,,False,,[],[]
1471504386273448016,2026-02-12T13:53:04.917000+00:00,sauced2002,"looking at FSLY off 5m ORB also 
+40% gapper",False,,False,,False,,[],[]
1471511150750335127,2026-02-12T14:19:57.694000+00:00,sauced2002,,True,"starting position SPY 2/27 $680p
$4.90 <@&1369304547356311564> 

will likely add tomorrow",False,,False,,[],[]
1471511151341994118,2026-02-12T14:19:57.835000+00:00,sauced2002,"sorry for confusion, i kept saying 670p after this... im in 680p",False,,False,,False,,[],[]
1471516333454790799,2026-02-12T14:40:33.347000+00:00,sauced2002,"3/20 
OLN 
$27.50c 
1.80
1/2 size <@&1369304547356311564>",False,,False,,False,,[],[]
1471518429369471118,2026-02-12T14:48:53.052000+00:00,sauced2002,"RDDT 2/20 130p 4.50 
1/8 size <@&1369304547356311564>",False,,False,,False,,[],[]
1471523120199499967,2026-02-12T15:07:31.433000+00:00,sauced2002,TP on RDDT is 127,False,,False,,False,,[],[]
1471524618228732029,2026-02-12T15:13:28.591000+00:00,sauced2002,,False,,False,,False,,[],"[""https://cdn.discordapp.com/attachments/1368713891072315483/1471524618685775903/Screenshot_2026-02-12_at_9.12.54_AM.png?ex=698f3f98&is=698dee18&hm=7dd358ed10742726abc435bf5a632c76dcd84aa9a544a40c666e4b3876d40f46&""]"
1471524635320254655,2026-02-12T15:13:32.666000+00:00,sauced2002,https://tenor.com/view/hey-stick-to-the-plan-plan-dont-make-mistake-tenoch-huerta-gif-15876651,False,,False,,False,,"[{""title"": null, ""description"": null, ""url"": ""https://tenor.com/view/hey-stick-to-the-plan-plan-dont-make-mistake-tenoch-huerta-gif-15876651"", ""author"": null}]",[]
1471529867857231986,2026-02-12T15:34:20.200000+00:00,sauced2002,out OLN 1.30 <@&1369304547356311564>,False,,False,,False,,[],[]
1471534662613598329,2026-02-12T15:53:23.359000+00:00,sauced2002,weekly AAPL 270p are back alive!,False,,False,,False,,[],[]
1471536082439901356,2026-02-12T15:59:01.872000+00:00,sauced2002,AAPL March puts are WELL into profit,False,,False,,False,,[],[]
1471536095803215933,2026-02-12T15:59:05.058000+00:00,sauced2002,i havent trimed,False,,False,,False,,[],[]
1471536201298219061,2026-02-12T15:59:30.210000+00:00,sauced2002,will take a trim at 266,False,,False,,False,,[],[]
1471536212249546772,2026-02-12T15:59:32.821000+00:00,sauced2002,EMA cluster,False,,False,,False,,[],[]
1471536750978535497,2026-02-12T16:01:41.264000+00:00,sauced2002,"trim weekly AAPL 270p 
$3.2 from $1.90 <@&1369304547356311564>",False,,False,,False,,[],[]
1471539735897051332,2026-02-12T16:13:32.924000+00:00,sauced2002,ttrimmed weeklyt again 3.4 down to a runner <@&1369304547356311564>,False,,False,,False,,[],[]
1471540848587046945,2026-02-12T16:17:58.210000+00:00,sauced2002,trimmed RDDT $6 <@&1369304547356311564> sorry didnt realize it filled,False,,False,,False,,[],[]
1471541087670898780,2026-02-12T16:18:55.212000+00:00,sauced2002,trim SPY 2/27 puts $7.20 from 4.40 <@&1369304547356311564>,False,,False,,False,,[],[]
1471544204445356271,2026-02-12T16:31:18.309000+00:00,sauced2002,im all out of weekly AAPL here 4.65 from 1.90 <@&1369304547356311564>,False,,False,,False,,[],[]
1471548082037588089,2026-02-12T16:46:42.799000+00:00,sauced2002,took a trim here on march cons $6 <@&1369304547356311564>,False,,False,,False,,[],[]
1471548110860849318,2026-02-12T16:46:49.671000+00:00,sauced2002,like 1/8 of my position trim,False,,False,,False,,[],[]
1471548855630692454,2026-02-12T16:49:47.238000+00:00,sauced2002,next TP 260 for me,False,,False,,False,,[],[]
1471549037827199056,2026-02-12T16:50:30.677000+00:00,sauced2002,stops at BE on RDDT,False,,False,,False,,[],[]
